mp_id,Formula,IPF,Density,E_above_Hull,G_VRH,K_VRH,Elastic_Anisotropy,poisson_ratio,Y_Modulus,PC 1,PC 2,PC 3
mp-20385,Nd3InC,0.219637988,6.864370503,0.0,43.0,65.0,0.0,0.23,105.78,-0.961383644872433,0.5520370190461105,-0.4445849069656324
mp-27769,V3AsC,0.118504468,6.531323873,0.0,79.0,191.0,1.56,0.32,208.56,-0.14252229526258026,-0.4307012339264678,-0.1483365228815403
mp-29761,UCO5,0.44960132799999997,5.34619304,0.486145714,25.0,21.0,-7.09,0.07,53.5,0.6468504881603754,1.1937014339018392,-0.2065806840273916
mp-2997,ThB2C,0.120536794,8.911379875,0.0,125.0,181.0,0.39,0.22,305.0,-0.9915776778439388,0.23987109248267052,0.5923254638608048
mp-3271,Ti3AlC,0.125375932,4.148160713,0.0,101.0,153.0,0.22,0.23,248.46,0.09591340274420246,-0.16748889165325223,-0.424942349923849
mp-3582,Mg(BC)2,0.071888857,2.407814424,0.0,104.0,158.0,5.53,0.23,255.84,-0.8292586433915252,1.5550929421765098,1.3847529613563199
mp-3802,Ta4AlC3,0.104798042,12.60107853,0.0,146.0,233.0,0.11,0.24,362.08,-0.9354675350764287,0.7181444663362866,0.5717167834019127
mp-3963,K2CO3,0.545273652,2.28892611,0.0,11.0,25.0,3.57,0.32,29.04,3.139308513928139,-0.6703580277713901,1.7797186882481513
mp-4037,TmNiC2,0.157757274,8.880615314,0.0,101.0,163.0,0.45,0.24,250.48,-1.122289775071481,-0.16052680469526212,0.447389627347105
mp-4138,Rb2CO3,0.548531914,3.308964312,0.0,10.0,24.0,2.2,0.32,26.4,2.8744570395933717,-0.33777214334088684,1.2992290517465832
mp-4248,YCoC2,0.140832861,5.877646684,0.0,95.0,167.0,0.41,0.26,239.4,-0.5851454354842156,0.21911229467570537,0.12302961604555743
mp-4593,Mn3AlC,0.08749171800000001,6.135568087999999,0.0,129.0,215.0,0.32,0.25,322.5,-0.25913975882607587,-0.32406831625174565,-0.30920409328168763
mp-4691,Ag2CO3,0.439185536,5.5859389460000015,0.0,13.0,45.0,7.68,0.36,35.36,0.442636785938577,1.1470807462651014,-1.8440411655405953
mp-5075,Sc3CoC4,0.12389126800000001,4.497399639,0.0,120.0,180.0,0.09,0.23,295.2,-1.1008889433475024,0.12450505266302611,0.6493895055669262
mp-5251,Ca4CN4,0.202369448,2.634574776,0.0,32.0,67.0,0.52,0.29,82.56,-0.21177184854144435,6.894375740878329,6.428526902949479
mp-542103,TbRh3C,0.126007077,10.82680982,0.0,77.0,197.0,0.0,0.33,204.82,-0.7877046107861352,0.23415634409268443,-0.08597292458639175
mp-569450,LiB6C,0.081751645,2.322645033,0.0,184.0,197.0,0.66,0.14,419.52,-0.8054870291140308,0.8460512323692406,0.7111152673363115
mp-569568,Ta3AlC2,0.104894639,12.25103328,0.0,159.0,225.0,0.03,0.21,384.78,-0.706349860481549,0.45971477164541125,0.37243612164301576
mp-9006,Ho2CF2,0.1694598,8.55178938,0.0,64.0,105.0,1.2,0.25,160.0,-0.5210768612795408,-1.0278787217694472,1.2614737943636887
mp-9244,LiBC,0.150421539,2.1514461259999997,0.0,134.0,153.0,4.21,0.16,310.88,-0.2543683266819918,0.37288200760900253,0.2801737344335454
mp-9312,PrNiC2,0.127124511,6.829015028,0.0,84.0,138.0,0.3,0.25,210.0,-1.5149895396170496,-0.15484441821321138,0.6473074777585135
mp-9610,Li2CN2,0.137398238,1.47910321,0.0,17.0,50.0,2.39,0.35,45.9,0.03587562955627724,1.7533136996574001,1.1304963723049026
mp-973756,Lu2Mo2C3,0.127075298,9.645354703999999,0.0,90.0,166.0,0.24,0.27,228.6,-0.975840546685857,-0.38633738949827207,1.213404694733597
mp-9958,Ti2GeC,0.133773543,5.5647919329999995,0.0,104.0,153.0,0.05,0.22,253.76,-0.20595610501874828,-0.16954342392570318,-0.27072861972288165
mp-996162,Nb2AlC,0.101818609,6.313226218,0.0,114.0,173.0,0.13,0.23,280.44,0.38958384511977245,0.5207425902996545,-0.8023052659724328
mp-9989,Nb2AsC,0.10166692199999999,7.756326812,0.0,119.0,206.0,0.4,0.26,299.88,0.5168997365694673,0.437437136703423,-0.9058188991570997
mp-1025205,Y2Re2Si2C,0.11481872800000001,8.490938388,0.0,71.0,149.0,0.36,0.29,183.18,-1.2558678705830153,0.37393581404336,-0.2803659191097891
mp-1025497,AlV2C,0.11120008,4.872389204,0.0,131.0,171.0,0.07,0.19,311.78,-0.2806446510722002,-0.2514879645295502,0.013652039228792762
mp-11705,Dy2Fe2Si2C,0.174479679,7.804425158,0.0,83.0,127.0,0.53,0.23,204.18,-2.16553823213356,-0.03618625579663908,0.7302200605755155
mp-11705,Dy2Fe2Si2C,0.1744796793969142,7.804425157940714,0.0,83.0,127.0,0.53,0.23,204.18,-2.16553823213356,-0.03618625579663908,0.7302200605755155
mp-18969,FeCO3,0.547053221,3.779463104,0.0,-4.0,111.0,-8.63,0.52,-12.16,0.2813413776858202,0.6942782674836242,-0.2524297502106078
mp-18969,FeCO3,0.5470532212255165,3.779463104417237,0.0,-4.0,111.0,-8.63,0.52,-12.16,0.2813413776858202,0.6942782674836242,-0.2524297502106078
mp-29056,La3InC,0.16462254699999998,6.23726386,0.0,40.0,28.0,0.07,0.02,81.6,-0.6259690273490692,1.6921452184396555,1.267720836806922
mp-4079,Sc3AlC,0.110071,3.1426359460000004,0.0,83.0,102.0,0.01,0.18,195.88,-0.6040822695486326,-0.18705484935406033,0.26400574208020994
mp-4448,Y3AlC,0.132443755,4.327411728,0.0,63.0,80.0,0.02,0.19,149.94,-0.51028335475736,0.609707782329326,0.019757045657677823
mp-4893,Hf2SnC,0.109183241,11.55373762,0.0,86.0,138.0,0.12,0.24,213.28,-0.24210182004294523,-0.2691443173710139,-0.4998532591044648
mp-546500,NaCNO,0.27176021,1.824578408,0.0,8.0,27.0,5.33,0.37,21.92,0.9365270545584141,0.9246297545629582,0.27133538031937693
mp-6102,NdNi2B2C,0.187395459,7.179174764,0.0,74.0,178.0,0.32,0.32,195.36,-1.0333495781866455,0.3838318510004741,0.3882379000347869
mp-6459,CaMg(CO3)2,0.5351832879999999,2.760182569,0.0,44.0,89.0,1.34,0.29,113.52,0.7715615316607237,3.9750763301221803,1.304520913540846
mp-6494,K2Ca(CO3)2,0.5419761470000001,2.4899912769999997,0.0,24.0,54.0,2.04,0.31,62.88,3.6649700616590057,1.3429557970991162,2.5742619971511407
mp-9961,Ti2CdC,0.176431938,6.0207263939999995,0.0,53.0,112.0,2.22,0.29,136.74,0.31732553560387317,-0.07035084210875682,-0.6474702516986772
mp-1025285,Ce2Re2Si2C,0.119996819,9.565360349,0.0,60.0,121.0,0.72,0.29,154.8,-2.4403451636316356,0.3783297109340163,1.2795337275265952
mp-568083,LaNi2B2C,0.154505194,6.869208901,0.0,81.0,81.0,0.98,0.12,181.44,-0.9215447056788579,0.7638679174649894,0.9590064812923039
mp-6092,TbNi2B2C,0.122847165,7.858244557000001,0.0,74.0,186.0,0.5,0.33,196.84,-1.1805336082816256,0.46813597305076343,0.6182269123617766
mp-634431,KHCO3,0.501726421,2.087284993,0.0,10.0,24.0,1.93,0.31,26.2,1.7374995884602429,0.5490273927350671,1.1761792224417666
mp-6754,TmNi2B2C,0.14990394199999998,8.309262097000001,0.0,74.0,195.0,0.64,0.33,196.84,-1.3771882357504845,-0.08581294494577354,0.5316872331022041
mp-1024999,HoCr2Si2C,0.160212245,6.837675236,0.0,111.0,160.0,0.16,0.22,270.84,-1.5530585547688878,-0.2804766849293029,0.7551896410374632
mp-1025262,Sm2Fe2Si2C,0.194854064,7.012711218,0.0,72.0,128.0,0.91,0.26,181.44,-0.8666767483601596,0.5293209170816745,0.4088498623982597
mp-1025262,Sm2Fe2Si2C,0.1948540636857657,7.012711217690293,0.0,72.0,128.0,0.91,0.26,181.44,-0.8666767483601596,0.5293209170816745,0.4088498623982597
mp-1025354,Er2Fe2Si2C,0.149061514,8.070122738,0.0,85.0,139.0,0.45,0.25,212.5,-2.5089579910907505,-0.08791703610672065,0.49838777271159973
mp-1025354,Er2Fe2Si2C,0.14906151429182124,8.070122738219048,0.0,85.0,139.0,0.45,0.25,212.5,-2.5089579910907505,-0.08791703610672065,0.49838777271159973
mp-567655,Sr2C(NCl)2,0.16736235900000002,3.124749313,0.0,18.0,45.0,1.07,0.33,47.88,1.4213675814686622,2.203091564042168,1.8292192158235965
mp-6098,ErNi2B2C,0.134597211,8.212015098,0.0,75.0,162.0,0.54,0.3,195.0,-1.3705359942877553,0.1634750433399395,0.4578633858918334
mp-6223,DyNi2B2C,0.155905919,8.000363562999999,0.0,71.0,194.0,0.51,0.34,190.28,-1.1988261148091601,0.18934043349497998,0.573779529823792
mp-6633,NaCSN,0.132479553,1.689979431,0.0,8.0,18.0,0.43,0.31,20.96,0.7410774069558721,0.6455518511464975,0.16962396237798535
mp-866650,La2Si4CN6,0.137653659,4.934478017,0.0,69.0,56.0,3.89,0.06,146.28,-1.6298192033021284,4.451931291882436,3.9401403211114805
mp-9211,Tm2Fe2Si2C,0.168511418,8.221256348999999,0.0,86.0,136.0,0.46,0.24,213.28,-2.5222624740162094,-0.5864930126781466,0.646035467132341
mp-9211,Tm2Fe2Si2C,0.1685114178255008,8.221256348591078,0.0,86.0,136.0,0.46,0.24,213.28,-2.5222624740162094,-0.5864930126781466,0.646035467132341
mp-1025123,UNi2B2C,0.127363215,10.07711837,0.0,93.0,209.0,1.25,0.31,243.66,-1.1142276533216156,0.20328303844779244,1.019637113702933
mp-1025316,Ho2Fe2Si2C,0.150549405,7.927919171,0.0,84.0,129.0,0.51,0.23,206.64,-2.4772734667838945,-0.5477506570847599,0.9560611986723955
mp-1025316,Ho2Fe2Si2C,0.15054940510822462,7.927919170981369,0.0,84.0,129.0,0.51,0.23,206.64,-2.4772734667838945,-0.5477506570847599,0.9560611986723955
mp-1025339,Y2Fe2Si2C,0.149094693,5.518674272,0.0,83.0,126.0,0.5,0.23,204.18,-1.503087573016853,0.3667387206545896,0.466376286615723
mp-1025339,Y2Fe2Si2C,0.14909469323306018,5.518674272107517,0.0,83.0,126.0,0.5,0.23,204.18,-1.503087573016853,0.3667387206545896,0.466376286615723
mp-1025357,Lu2Fe2Si2C,0.145498569,8.519183744,0.0,85.0,141.0,0.37,0.25,212.5,-1.742749887313114,-0.2654321512497893,0.8582168728263341
mp-1025357,Lu2Fe2Si2C,0.14549856856572418,8.519183743668963,0.0,85.0,141.0,0.37,0.25,212.5,-1.742749887313114,-0.2654321512497893,0.8582168728263341
mp-570102,HoSiRu2C,0.10481699,8.950757758,0.0,77.0,176.0,0.3,0.31,201.74,-1.367451808970675,-0.5522418718442033,0.2632124182981561
mp-6353,Y2Si4CN6,0.11918836599999999,4.140777985,0.0,101.0,167.0,0.22,0.25,252.5,-1.5219313624460262,3.7058013003936443,2.9058426442146614
mp-6624,Tb2Fe2Si2C,0.133448698,7.5835273160000005,0.0,81.0,126.0,0.61,0.24,200.88,-2.1289532190784923,0.5214048233149278,0.8191148256514854
mp-6624,Tb2Fe2Si2C,0.13344869829192668,7.583527316438486,0.0,81.0,126.0,0.61,0.24,200.88,-2.1289532190784923,0.5214048233149278,0.8191148256514854
mp-6794,LaB2Rh2C,0.13800542699999999,7.956045802,0.0,55.0,204.0,1.68,0.38,151.8,-0.6892361271612354,0.7251285183657251,0.5445077501336668
mp-6867,KCaCO3F,0.45757911799999995,2.523223804,0.0,29.0,50.0,0.07,0.25,72.5,2.1763022300741963,0.908418322770019,2.191438929231385
mp-1007923,CrNi3,0.19506228,8.618942228,0.26945,105.0,222.0,0.82,0.29,270.9,-0.6344630592573539,-0.10079149202412994,0.3672471587785921
mp-12083,CrIr3,0.162655878,18.64843864,0.0,214.0,307.0,0.28,0.22,522.16,-0.46697992862079857,-0.49158456215759283,-0.08642037336195953
mp-12585,CrRh3,0.157079673,10.84546253,0.0,151.0,230.0,0.38,0.23,371.46,-0.2860001914809203,-0.1589005906730256,-0.25450093795936274
mp-1425,TiCr2,0.236118711,6.237410464,0.076832917,75.0,199.0,0.03,0.33,199.5,0.004303955087729606,-0.14156801231741067,0.06118797695224877
mp-15617,Cr5B3,0.247747225,6.587365888,0.0,196.0,291.0,0.03,0.23,482.16,-0.525693028001747,0.2843338096465281,0.9516248704448841
mp-15809,Cr2B,0.256302139,6.742147673,0.8972433329999999,185.0,289.0,0.1,0.24,458.8,-0.23864344624409645,-0.010995314457005247,0.3325576992007928
mp-1590,Be12Cr,0.12938625199999998,2.492767733,0.612988269,144.0,126.0,0.08,0.09,313.92,-0.3836119774706241,-0.7385826548512795,-0.48604592195387764
mp-1699,AlCr2,0.217976375,5.748722009,0.0,103.0,186.0,0.08,0.27,261.62,-0.20502860876770432,-0.11691569987807199,0.25039172211188004
mp-19177,CrO2,0.671783311,4.629940044,0.0,107.0,179.0,0.9,0.25,267.5,0.3691681777045858,0.3416091910103208,-0.25212403554106066
mp-19399,Cr2O3,0.623680265,4.904330346,0.0,113.0,203.0,0.15,0.27,287.02,0.5846610690433058,0.6182590833197266,-0.278025470580219
mp-20685,Cr3Ge,0.255695949,7.860403725,0.0,128.0,211.0,0.05,0.25,320.0,-0.39637515594684813,-0.11955527365906828,0.36832088933918494
mp-21048,CrP,0.171858032,5.6698736929999995,0.0,138.0,173.0,0.35,0.18,325.68,-0.3191686647260698,-0.17055142100672913,0.2625738415815174
mp-2385,TaCr2,0.22206583100000002,11.33718977,0.0,83.0,242.0,0.07,0.35,224.1,-0.21590700880499708,0.02484954553230425,0.2676461740222366
mp-24287,CrH,0.257863435,6.52342475,0.0,137.0,238.0,0.13,0.26,345.24,-0.18208972300938145,0.4054722106770868,0.582700066049591
mp-27734,CrBr3,0.098616236,3.942647917,0.0,5.0,8.0,64.24,0.26,12.6,0.7938283324638845,-0.7704584112525291,0.4696626277036498
mp-30438,Be2Cr,0.197115338,4.407724435,0.0,158.0,183.0,0.02,0.16,366.56,-0.15245116749183477,-0.24058291814926813,0.0002194629459467886
mp-548,NbCr2,0.220183023,7.767773427000001,0.0,64.0,228.0,0.1,0.37,175.36,0.2175010066982235,0.18457830220486374,-0.22008418890603865
mp-560338,CrF3,0.15535068800000001,3.566924723,0.0,39.0,37.0,3.26,0.11,86.58,1.1199433333735374,-0.907868413422777,1.1761313634261563
mp-568636,TiCr2,0.23601101100000002,6.234565438,0.0,75.0,198.0,0.06,0.33,199.5,0.004303955087729606,-0.14156801231741067,0.06118797695224877
mp-639662,CrF5,0.125969916,2.842188526,0.0,4.0,8.0,2.79,0.26,10.08,1.9373848926199493,-1.4191253751653845,1.895237245759654
mp-729,Cr3Si,0.24052343,6.625100603,0.0,154.0,249.0,0.06,0.24,381.92,-0.5139072088151356,-0.10461561375220445,0.4567273432343024
mp-7302,CrP4,0.08360344,3.8964816589999995,0.0,100.0,124.0,0.72,0.18,236.0,-0.9580176424160497,-0.25925677160031974,0.7578777465483334
mp-784631,CrNi2,0.210688084,8.620907165,0.0,112.0,228.0,1.06,0.29,288.96,-0.45838170800359496,-0.11418865161904178,0.2773222858276985
mp-819,HfCr2,0.213503683,10.50798899,0.0,68.0,191.0,0.02,0.34,182.24,-0.15494984768880604,-0.17817247124059687,0.03550414074491311
mp-867780,Al3Cr,0.12692535900000002,3.8153056210000003,0.0,83.0,107.0,0.85,0.19,197.54,-0.33604571452612325,-0.1748425922159227,0.10953952840083295
mp-8780,Cr2N,0.274718258,6.723825262,0.0,140.0,285.0,0.29,0.29,361.2,-0.0791616431749845,0.46858663153311275,0.6809219347139411
mp-8937,CrSi2,0.13399157,5.015722493999999,0.0,172.0,195.0,0.18,0.16,399.04,-0.832792611087749,-0.2096635022947941,0.22039473576538
mp-903,ZrCr2,0.21102895800000002,7.109106916,0.0,56.0,181.0,0.03,0.36,152.32,-0.1661014350164943,-0.24277073035142693,0.13469373097720574
mvc-13555,CrS2,0.146887429,3.0827036039999998,0.0,13.0,15.0,-119.08,0.17,30.42,-0.021731117500499247,-0.21654661582260068,-0.45554687142384426
mp-10247,U2CrN3,0.198339209,12.70245477,0.0,101.0,226.0,0.51,0.3,262.6,-0.5903824038664538,1.6528780456436971,2.4827925403101254
mp-1025180,Mn(CrSe2)2,0.176853155,5.460394618,0.0,30.0,47.0,0.55,0.23,73.8,0.466025222191035,-0.8272767640094117,0.07934201899280928
mp-1029520,Mg2CrN3,0.16449182099999998,3.260071636,0.0,48.0,123.0,1.73,0.33,127.68,-0.4415090459261693,4.154184511981739,3.216715966706671
mp-19120,MgCrO4,0.519617153,3.05233891,0.0,41.0,64.0,0.36,0.23,100.86,0.6030232468161468,2.1104614078115627,0.30607228924179636
mp-4182,CrAgS2,0.196922585,5.029493161,0.0,26.0,77.0,0.99,0.35,70.2,-0.044128773540689954,0.019242532175139906,-1.1786598063881546
mp-505562,CrCuO2,0.48854888,5.30860526,0.36324,58.0,154.0,2.01,0.33,154.28,0.295363375368854,0.15715219441706677,-0.6142665710978985
mp-862781,AlCrRu2,0.134358135,8.726919257,0.0,113.0,231.0,0.0,0.29,291.54,-0.40490936602693894,-0.38766734113612417,-0.03122755001336474
mp-864955,Mn2CrCo,0.161247309,7.716185765,0.0,97.0,154.0,0.23,0.24,240.56,-0.22599825368493048,-0.40082656739173167,-0.3403370017409741
mp-977425,Ta2CrRu,0.150671463,13.84197653,0.0,94.0,258.0,0.72,0.34,251.92,-0.39223434035111765,0.002275524144728753,0.07366489301444715
mp-1029458,Zn2CrN3,0.175896462,5.325875173,0.0,60.0,152.0,0.14,0.33,159.6,-0.026014866486200463,1.5070201160141197,1.317758411755615
mp-1029498,Li6CrN4,0.252524623,2.414737644,0.0,72.0,85.0,0.03,0.17,168.48,0.5798377883534553,4.11568392365648,2.2401178698877664
mp-11580,TiCrP,0.175980312,5.65277728,0.0,123.0,204.0,0.13,0.25,307.5,-0.18644500388065136,-0.20649027391508692,0.07739242591352641
mp-12743,CrTe4Au,0.261242081,7.343432517999999,0.0,23.0,27.0,1.02,0.17,53.82,-0.16359135601323388,-0.9282126208206595,-0.3941438961474203
mp-12906,Sr3CrN3,0.254913226,4.252480902,0.0,31.0,50.0,0.23,0.24,76.88,1.2233386348229447,3.9176925818401553,1.8567286532989917
mp-18793,LiCrO2,0.632551827,4.101010951,0.0,83.0,148.0,0.97,0.26,209.16,0.45067226829103874,0.6682431461264345,-0.18471817527655193
mp-20144,NbCrP,0.157230954,7.08015918,0.0,114.0,212.0,0.28,0.27,289.56,0.0267520477298423,0.1196560406071879,-0.20387973994476202
mp-4697,Zn(CrSe2)2,0.182786452,5.405418836,0.0,31.0,69.0,0.26,0.3,80.6,0.41786759083325775,-0.7764669125699789,0.18425813855438075
mp-4989,CrNiAs,0.157697695,7.617337309,0.0,61.0,129.0,0.08,0.3,158.6,-0.23159336831015687,-0.2221778052792046,0.08790610918377867
mp-560562,Rb2CrF6,0.30419650000000004,3.3629472999999996,0.0,13.0,24.0,1.22,0.27,33.02,4.7331306138175675,-2.688028449647195,3.9518345342849615
mp-5693,NaCrS2,0.216776857,3.184247032,0.0,37.0,60.0,0.57,0.25,92.5,0.8534929596569157,-0.059042940652241485,-0.5705453130531657
mp-637575,AlCr3B4,0.18429915100000002,5.374774947000001,0.0,182.0,250.0,0.04,0.21,440.44,-0.6681242709749472,0.296973491329931,0.7440418011284213
mp-865490,V2CrFe,0.21125710600000008,7.348434424,0.0,107.0,232.0,0.68,0.3,278.2,-0.29069679710936264,-0.3140227851962329,0.12590822747594702
mp-865490,V2CrFe,0.21125710640798706,7.348434423639102,0.0,107.0,232.0,0.68,0.3,278.2,-0.29069679710936264,-0.3140227851962329,0.12590822747594702
mp-865494,V2CrRu,0.165817662,8.137760168,0.0,106.0,243.0,0.48,0.31,277.72,-0.1956468055366487,-0.450497517339357,-0.08583852764087777
mp-8670,Ca3CrN3,0.229974075,3.241737275,0.0,51.0,86.0,0.07,0.25,127.5,-0.09581138431563313,5.066088179194252,4.82393304144666
mp-867837,BeCrRu2,0.140285469,9.069538942000001,0.0,101.0,269.0,0.0,0.33,268.66,-0.3514165440148022,-0.4261807743373062,-0.08387641799498749
mp-996996,CrAuO2,0.501351445,9.220117847000001,0.0,62.0,157.0,1.28,0.33,164.92,0.29979956584272727,0.20217654167051208,-0.4819328857437959
mp-1029550,Ca2CrN3,0.227170514,3.4520003339999996,0.0,30.0,94.0,4.46,0.35,81.0,-0.05002252879307696,3.9046135868020437,3.6829987497001095
mp-18779,Na2CrO4,0.496487907,2.666880339,0.0,19.0,39.0,0.91,0.29,49.02,2.5950035152200797,1.1392087031702256,-0.8317174942666761
mp-19281,LaCrO3,0.575570775,6.457324685,0.0,86.0,165.0,0.11,0.28,220.16,0.4835759238884292,1.179096972750144,0.05327823136637866
mp-19378,CrAgO2,0.504920014,6.280759054,0.0,45.0,140.0,5.03,0.35,121.5,0.34677052166439565,0.5773983390080611,-0.9752369705053705
mp-29005,U(Cr3P2)2,0.19450026,7.8455400210000015,0.0,92.0,145.0,1.28,0.24,228.16,-1.3849899367833516,-0.04688089278822361,2.043193197071531
mp-4226,LiCrS2,0.19208960600000002,3.2066209999999997,0.0,43.0,83.0,0.55,0.28,110.08,0.05977297308595398,0.11008733929351364,-0.3881410111593348
mp-510625,CrCuO2,0.487354049,5.2956221480000005,0.0,58.0,155.0,2.04,0.33,154.28,0.295363375368854,0.15715219441706677,-0.6142665710978985
mp-5862,CrCuS2,0.17478288399999994,4.535384722,0.0,41.0,94.0,0.32,0.31,107.42,-0.09553591983623048,-0.4010036124158549,-0.817689406980681
mp-7692,Al(CrB)2,0.185516734,5.327369116,0.0,175.0,227.0,0.08,0.19,416.5,-0.4254760897405202,0.07235199002602348,0.42276833527298646
mp-864953,MnV2Cr,0.176509897,7.1516151,0.0,99.0,231.0,0.69,0.31,259.38,-0.07023346978756749,-0.42093059685142625,-0.16607931471269088
mp-864988,Mn2AlCr,0.149578766,6.6531736729999995,0.0,102.0,194.0,0.2,0.28,261.12,-0.15408269452877532,-0.32853350016026256,-0.19170912415698974
mp-865484,V2CrRe,0.16794362100000002,10.61855263,0.0,112.0,251.0,0.28,0.31,293.44,-0.16708694589244322,-0.3104242385018481,-0.24746287538680842
mp-865495,V2CrTc,0.173557358,7.954744599,0.0,101.0,237.0,0.38,0.31,264.62,-0.1220083409686772,-0.5753839065258329,-0.3425640823693384
mp-1029407,NaCrN2,0.222848359,3.146804444,0.0,36.0,76.0,0.53,0.29,92.88,0.8675211968267468,1.1649522862458257,0.8515791824839933
mp-10374,Cr3PtN,0.24133695800000002,10.70269106,0.0,158.0,267.0,0.19,0.25,395.0,-0.13302749488559215,0.32494574444784197,0.7351580151333155
mp-19146,CrPbO4,0.458091995,5.7279979910000005,0.0,18.0,33.0,1.05,0.28,46.08,0.8554043345883833,1.075296777267563,-0.5480463716229764
mp-19299,CrBO3,0.6357121410000001,4.046621554,0.0,109.0,181.0,0.69,0.25,272.5,0.49663802881850944,0.6775391168719613,-0.34073401669399367
mp-21495,CrFeP,0.20319535600000002,6.9171866060000005,0.0,143.0,238.0,0.05,0.25,357.5,-0.525259385059207,-0.15177560379272506,0.4079593869828845
mp-21495,CrFeP,0.2031953563609596,6.917186606244874,0.0,143.0,238.0,0.05,0.25,357.5,-0.525259385059207,-0.15177560379272506,0.4079593869828845
mp-28497,Cs2CrCl4,0.270824584,3.382537585,0.0,11.0,21.0,0.24,0.27,27.94,3.950238201787117,-2.8174433550511417,3.1617506590291176
mp-3532,CrAgSe2,0.203536295,6.112507625,0.0,23.0,64.0,0.44,0.34,61.64,0.1614194989437653,-0.22195162789071066,-0.6358530834584778
mp-4026,KCrS2,0.288871587,3.1156170519999997,0.0,36.0,49.0,0.58,0.21,87.12,1.3042070904540912,-0.8894768548431052,0.6332201205062189
mp-861656,Ti2CrIr,0.18206278899999997,9.760395642,0.0,79.0,190.0,0.13,0.32,208.56,0.0389746751531856,-0.3297278737418235,-0.33418792917269446
mp-865485,V2CrOs,0.165444345,10.87437114,0.0,125.0,265.0,0.23,0.3,325.0,-0.2566562325953619,-0.5488101384201071,-0.29665925346893834
mp-554252,K2NaCrF6,0.321991682,2.96100306,0.0,35.0,79.0,0.0,0.31,91.7,5.873206165309749,-2.8631106589073396,4.317325729157206
mp-31624,Sr2TaCrO6,0.58996829,6.556700116,0.0,107.0,187.0,0.02,0.26,269.64,2.0203108761058743,2.994624339471734,-0.6263080803450233
mp-556264,KRb2CrF6,0.358012936,3.422392517,0.3432948,27.0,36.0,0.48,0.21,65.34,6.059068821772159,-3.360958688667701,5.040601526215028
mp-560936,Rb2NaCrF6,0.360392249,3.7691076619999997,0.0,27.0,36.0,0.17,0.2,64.8,5.608354690974982,-2.5305247744768353,3.836836092655641
mp-1005,FeP,0.14550248040628322,6.371739342364888,0.0,133.0,212.0,0.28,0.24,329.84,-0.5030586847975957,-0.1871294151925377,0.259062534288556
mp-1009077,FeH,0.19513738021337607,7.098567499542508,0.0,91.0,177.0,0.03,0.28,232.96,-0.3659797430809073,0.38889421649127803,0.5791887587566299
mp-11385,YFe5,0.2056455695249951,7.107153233920273,0.0,68.0,105.0,0.13,0.23,167.28,-1.1838138318885885,0.14066900894717607,0.638555130430938
mp-1418,FeNi3,0.17367146631257085,8.700535614964549,0.0,96.0,203.0,0.73,0.3,249.6,-0.8183530793288801,-0.11736948620993876,0.36373585148563126
mp-1418,FeNi3,0.17367146600000002,8.700535615,0.0,96.0,203.0,0.73,0.3,249.6,-0.8183530793288801,-0.11736948620993876,0.36373585148563126
mp-1570,YFe2,0.2043185026424397,6.8729897874333465,0.0,36.0,92.0,0.25,0.33,95.76,-0.5655416708891761,0.08434155730516442,0.20239849422683587
