mp_id,Formula,IPF,Density,E_above_Hull,G_VRH,K_VRH,Elastic_Anisotropy,poisson_ratio,Y_Modulus,PC 1,PC 2,PC 3
mp-866140,TiGaPd2,0.154910083,8.943883097,0.0,5.0,164.0,-12.33,0.48,14.8,0.001929664628791068,-0.4573966248974295,-0.6091889323755426
mp-866168,TiInPd2,0.16489336,9.226915697999999,0.0,13.0,141.0,-23.53,0.46,37.96,0.05232665068682386,-0.47818299564720146,-0.8431267184942909
mp-866218,Ti2MnRh,0.14296272599999998,7.479172388999999,0.0,81.0,190.0,0.52,0.31,212.22,0.1358745614500816,-0.34231902242130263,-0.6857136335200948
mp-9517,SrTiN2,0.242360805,4.596150108,0.0,50.0,121.0,3.15,0.32,132.0,0.5411492982999969,1.7148320067081364,0.784365518114987
mp-9615,LiTiS2,0.177678425,3.091693455,0.0,48.0,68.0,0.18,0.21,116.16,0.2146973341929836,0.03879467498534319,-0.7222192795216544
mp-9920,TiS3,0.13708989900000002,2.9409058839999997,0.0,11.0,19.0,38.45,0.25,27.5,0.17543718760431987,-0.3256211026376387,-1.0661348454610404
mp-998949,TiPt,0.15095965,12.76033399,0.0,15.0,192.0,-14.5,0.46,43.8,0.017040204161956802,-0.3912703336021195,-0.3312665007113605
mp-1025200,Eu2TiO4,0.52950325,7.235616987,0.0,70.0,122.0,0.19,0.26,176.4,0.33308500943330066,0.915863526334602,-0.6246635457416074
mp-11750,Ti6Si2B,0.129516503,4.4458787310000005,0.0,104.0,149.0,0.13,0.22,253.76,-0.12447368624003409,-0.3660165861927057,-0.9534023043563395
mp-21467,TiCo2Sn,0.155734288,8.375449487000001,0.0,74.0,168.0,0.51,0.31,193.88,-0.21173642812006407,-0.4551067517667788,-0.7305191475633924
mp-27850,TiNCl,0.103011892,2.960848267,0.0,20.0,29.0,61.99,0.22,48.8,0.47828566721266613,0.1347869831927867,0.4628479333171562
mp-28017,Na8Ti5O14,0.55791267,3.2847060439999995,0.0,42.0,74.0,0.67,0.26,105.84,10.90910289865659,4.2821434873467075,-4.344494952411745
mp-2931,Li2TiO3,0.619367497,3.3362540110000003,0.0,73.0,110.0,1.17,0.23,179.58,0.9247943115848526,1.164880517843972,-0.626188871107849
mp-30147,ZrTiAs,0.120219992,6.6174443929999995,0.0,71.0,138.0,0.79,0.28,181.76,0.06173061479182681,-0.44400920012466083,-0.447772693772468
mp-3657,TiCo2Si,0.148072872,6.762597802,0.0,86.0,201.0,0.61,0.31,225.32,-0.6116303715172257,-0.4137751162609767,-0.46435572670136266
mp-3771,MgTiO3,0.575663148,3.780006541,0.0,84.0,163.0,0.3,0.28,215.04,0.5202540163228452,1.7978726625937989,0.14679230861296394
mp-3970,K2TiF6,0.291585532,2.847791097,0.0,11.0,27.0,1.7,0.32,29.04,5.152906449259362,-3.0919069983858694,4.098245902424209
mp-4612,TiCo2Ge,0.16620614,7.926603772999999,0.0,78.0,179.0,0.97,0.31,204.36,-0.4940983186489383,-0.4287147761678406,-0.5527621805964806
mp-4651,SrTiO3,0.60965399,4.9720620460000005,0.0,102.0,168.0,0.02,0.25,255.0,1.1557139479355831,1.2902886675525846,-0.609134429272874
mp-5020,BaTiO3,0.611757731,5.696967617,0.0,42.0,97.0,10.92,0.31,110.04,1.631472162129758,1.6328571036174122,-1.7691623672295098
mp-5042,YTiGe,0.144879108,5.46910649,0.0,49.0,87.0,0.57,0.26,123.48,-0.26639131930503107,-0.03842885568102926,-0.3004993682192729
mp-505540,TiAsRh,0.120324406,8.163513939,0.0,76.0,178.0,0.14,0.31,199.12,0.039485282055684405,-0.31284016913700696,-0.45342152475785863
mp-5244,Ti2SbP,0.11389151199999999,5.683966259,0.0,71.0,114.0,0.71,0.24,176.08,-0.1879814519218018,-0.354483381672703,-0.30725797594536636
mp-5274,ThTi2O6,0.512207046,5.935302052000001,0.0,63.0,157.0,0.9,0.32,166.32,1.0621090459692721,1.2985511924699007,-1.177207587394103
mp-5407,TiAlCo2,0.154716999,6.4503577629999995,0.0,90.0,178.0,0.45,0.28,230.4,-0.3249524717314054,-0.3907213909870316,-0.5217944951294566
mp-551830,SrTiO3,0.60892553,4.96612106,0.5724520000000001,102.0,168.0,0.02,0.25,255.0,1.1557139479355831,1.2902886675525846,-0.609134429272874
mp-5532,Sr2TiO4,0.5660085220000001,4.873252735,0.0,75.0,127.0,0.05,0.25,187.5,1.7873353570595505,2.31026080840302,-0.6320665546423669
mp-555678,Na4Ti5O12,0.5788083820000001,3.601728568,0.0,60.0,131.0,0.96,0.3,156.0,6.932819406826265,3.169536624846085,-3.534904610427487
mp-5670,LiTi2O4,0.5504742779999999,3.649565279,0.0,65.0,132.0,0.44,0.29,167.7,1.2137074734441493,1.043603790729093,-1.0535744347738345
mp-684031,Mg3(TiAl9)2,0.09036410199999999,2.700534115,0.0,51.0,79.0,0.03,0.23,125.46,-1.9221275799912139,3.4074079484784265,2.373993487494612
mp-754246,TiSnO3,0.386506726,4.572232792,0.0,19.0,26.0,17.17,0.21,45.98,0.7983932710132725,0.43594070636297755,-0.9657029145791627
mp-757031,Mg2TiO4,0.533170835,3.42907618,0.0,72.0,147.0,0.76,0.29,185.76,0.5164154938340746,3.325428798485445,0.8797869211293061
mp-8291,BaTiF6,0.209469397,4.121344466,0.0,22.0,49.0,0.41,0.31,57.64,3.3707160650679953,-0.6248020243391917,0.9125501429714415
mp-861637,Ti2AlTc,0.131414403,5.893565944,0.0,60.0,158.0,0.52,0.33,159.6,0.06741784925390361,-0.502086332610009,-0.7408515790566766
mp-863727,LiTiRh2,0.165833105,7.881916365,0.0,62.0,154.0,0.01,0.32,163.68,0.010355322207510493,0.10241324008963844,-0.40384885342874854
mp-865531,TiMn2Al,0.11634114699999999,5.7943484110000005,0.0,85.0,157.0,0.17,0.27,215.9,0.0008416665782550139,-0.399826164468433,-0.5257873925193086
mp-865649,Ti2TcRh,0.144283297,8.248625336,0.0,94.0,204.0,0.28,0.3,244.4,0.08409969026897139,-0.49677233209571026,-0.8621984011767421
mp-865730,TiZnAu2,0.234440233,12.57271883,0.0,26.0,135.0,12.77,0.41,73.32,-0.12381689248188188,-0.5284630767984091,-0.7379093060675774
mp-865768,Ti2MnOs,0.13426412699999998,10.00906264,0.0,89.0,206.0,0.19,0.31,233.18,0.02375146762589311,-0.5523580184764527,-0.8455710764351885
mp-865840,Ti2TcIr,0.146731848,10.735713800000001,0.0,116.0,226.0,0.26,0.28,296.96,0.023773111222345485,-0.6076669892572324,-0.8061715463109411
mp-865914,TiVTc2,0.1384413,8.499065353999999,0.0,94.0,233.0,0.3,0.32,248.16,-0.015292708414025033,-0.7933540591489142,-0.9412541862499096
mp-865948,Ti2ReRh,0.13975932800000002,10.60435279,0.0,101.0,215.0,0.09,0.3,262.6,0.039021085345204855,-0.2318126640717244,-0.7670971941942132
mp-866139,TiBe2Ir,0.134889334,9.349643525,0.0,70.0,191.0,4.27,0.34,187.6,-0.11778044742637876,-0.428742779573681,-0.39515644317899595
mp-866143,TiBeRh2,0.13256587,8.366097693,0.0,94.0,204.0,0.02,0.3,244.4,-0.09426484937682132,-0.2740206886966774,-0.5198812521832394
mp-866152,TiBeCo2,0.165848457,6.6399278729999995,0.0,102.0,193.0,0.01,0.28,261.12,-0.27145964971926917,-0.42923482418821374,-0.5744433631110798
mp-866153,TiAlRh2,0.127563935,8.099626827,0.0,-2.0,193.0,-9.61,0.51,-6.04,-0.14775767138895815,-0.235507255495495,-0.4672323842016172
mp-867568,CsTi6O12,0.581834445,4.196789423999999,0.0,53.0,119.0,1.56,0.3,137.8,4.832230864645599,1.6196592243998391,-2.257755439346321
mp-978976,Ti6Al16Pt7,0.112048131,7.540646708,0.0,57.0,137.0,1.05,0.32,150.48,-0.7350748484651753,-1.8255174365587121,-1.7607809408347868
mp-1025045,TiGaPd,0.150204168,8.021988989,0.0,45.0,121.0,1.45,0.33,119.7,-0.01511239006792899,-0.34846499042828427,-0.4556586346987713
mp-1025304,Zr(TiGa2)2,0.12847752,6.540822886,0.0,69.0,110.0,0.47,0.24,171.12,-0.17969191430484147,-0.49438694233617897,-0.7955532400898035
mp-1025335,Lu(TiGa2)2,0.136425831,7.441271392999999,0.0,61.0,99.0,0.48,0.25,152.5,-0.33118326718260255,-0.45020410226015967,-0.5249055691489468
mp-1025517,Ti2InN,0.165768522,6.371348247,0.0,84.0,137.0,0.09,0.24,208.32,0.200224264721506,0.2779572113248967,-0.28669499671503934
mp-11560,TiSiRu,0.103536401,6.828651219,0.0,103.0,202.0,0.15,0.28,263.68,-0.42562217594530594,-0.3643148157891204,-0.24150584023213106
mp-16481,TiAlAu,0.18125511100000002,9.082770024,0.0,58.0,128.0,0.22,0.3,150.8,-0.097272159260921,-0.362994824925864,-0.4623922491475025
mp-19082,TiMnO3,0.514769015,4.46556799,0.0,64.0,159.0,0.57,0.32,168.96,0.7761587374006056,0.42348061317055474,-0.907602588424137
mp-20145,TiGaCo2,0.165474031,7.864805433,0.0,74.0,185.0,1.42,0.32,195.36,-0.3292033690969914,-0.40669257136011505,-0.5913394332066896
mp-20255,TiCuSi,0.133800779,5.577715167999999,0.0,77.0,148.0,0.4,0.28,197.12,-0.38838624952061385,-0.4310728974532545,-0.5372871660735106
mp-22179,YTiSi,0.128587827,4.4228386330000005,0.0,49.0,89.0,0.42,0.27,124.46,-0.3839233721733184,-0.02348919577416535,-0.21209291432415509
mp-27827,Rb2TiCl6,0.196391911,2.66345205,0.0,5.0,11.0,0.21,0.29,12.9,4.717663791299422,-2.5884692645215974,3.0498453368813276
mp-29091,Ti(CuS)4,0.147909915,4.546919934,0.0,37.0,76.0,0.14,0.29,95.46,-0.0775380777408164,-1.1012309115175223,-2.791214693363266
mp-4771,TiAlCu2,0.155640819,6.1437518529999995,0.0,62.0,134.0,1.84,0.3,161.2,-0.1755131520705262,-0.5924761687725636,-0.9568684700584426
mp-571126,Ti2BRh6,0.127912492,9.698180284,0.0,113.0,228.0,0.02,0.29,291.54,-0.28835709599972303,-0.18941588280166616,-1.0395457932943941
mp-5967,TiCoSb,0.13448727300000002,7.416116643,0.0,75.0,142.0,0.08,0.27,190.5,-0.25627991570339853,-0.37255568626696983,-0.4317834100253255
mp-623024,TiCdF6,0.139881738,3.7878369430000003,0.0,15.0,10.0,4.92,0.0,30.0,2.7785569240452572,-1.696133864177741,1.5170249306129053
mp-685194,Li4Ti5O12,0.557952728,3.383782954,0.0,60.0,108.0,0.78,0.27,152.4,3.757939460542414,3.8460577446291078,-2.8052874028521697
mp-861639,Ti2CoIr,0.155866153,10.0309212,0.0,64.0,193.0,0.55,0.35,172.8,-0.08734908675137389,-0.44866129284212414,-0.627690329959367
mp-861640,Ti2AlRe,0.128277929,8.247570872,0.0,72.0,172.0,0.85,0.32,190.08,0.022339244330137693,-0.23712666458602383,-0.6457503720741474
mp-861961,TiZnRh2,0.155840543,9.271396329,0.0,83.0,193.0,0.14,0.31,217.46,-0.10493379274806036,-0.26154285802823163,-0.5129405909189566
mp-864908,MgTiIr2,0.15095254800000002,12.71354762,0.0,109.0,199.0,0.03,0.27,276.86,-0.4333340405612965,0.8402500256325347,0.5485918962881746
mp-865079,TiZnPd2,0.173479784,8.930709965,0.0,0.0,147.0,-10.0,0.5,0.0,0.04900444063527505,-0.46746104705708197,-0.5853522010156496
mp-865656,TiMn2W,0.127425394,10.69468687,0.0,120.0,243.0,0.53,0.29,309.6,0.6054769384716667,-0.44242906130997844,-0.38804928421963547
mp-865678,TiMn2V,0.13678888,6.930633199,0.0,82.0,192.0,0.9,0.31,214.84,0.08825703394819497,-0.48444743980009997,-0.5882846509366153
mp-865928,Ti2TcPt,0.14796710300000002,10.53393293,0.0,76.0,202.0,0.11,0.33,202.16,0.11236160081492301,-0.6697944906260733,-0.8395346808232702
mp-865930,TiZnCu2,0.186916291,7.415148555,0.0,43.0,129.0,8.07,0.35,116.1,-0.13268927342962777,-0.6185117713052998,-1.0025766767757818
mp-866142,TiGaIr2,0.138615996,14.13165249,0.2115375,93.0,223.0,-5.55,0.32,245.52,-0.2726617268477963,-0.4732677501916236,-0.4247236125472475
mp-866154,TiBeIr2,0.136192003,13.86452338,0.0,121.0,241.0,0.0,0.28,309.76,-0.21491800747007359,-0.49581000301972206,-0.4078275424516374
mp-866155,TiAlRu2,0.111021125,8.111431846,0.0,86.0,209.0,0.02,0.32,227.04,-0.24998500491990847,-0.4589600054442949,-0.3653058183756833
mp-866170,TiInRh2,0.149057501,9.569856062000001,0.0,-103.0,174.0,-5.6,0.87,-385.22,-0.10161158269651144,-0.27226480661835084,-0.7707151083975983
mp-866187,Ti2ZnTc,0.15911375,7.03068943,0.0,49.0,157.0,0.69,0.36,133.28,0.11024172789480147,-0.5281219351427454,-0.7865597857740163
mp-9172,Li4TiO4,0.52048751,2.49757316,0.0,43.0,80.0,0.16,0.27,109.22,1.3254960843580892,2.0594445089857936,-0.666175438312317
mp-961682,TiSnPd,0.125336669,7.554322966,0.0,77.0,118.0,0.09,0.23,189.42,0.10235455090899861,-0.3968791708349476,-0.5948383490554742
mp-977440,LiTiPt2,0.170763881,12.60327472,0.0,40.0,181.0,-6.25,0.4,112.0,0.06687914329941347,-0.24363107697108827,-0.3585214127218045
mp-1008680,TiGePt,0.124374013,9.749869469,0.0,50.0,142.0,1.86,0.34,134.0,-0.2287145457655911,-0.4405502592519475,-0.35821185668674344
mp-10136,Ti2ReB2,0.129218305,8.962409925,0.0,189.0,253.0,0.07,0.2,453.6,-0.12149933363266295,-0.03657243421290917,-0.47739608840468156
mp-1025238,Tm(TiGa2)2,0.145871432,7.30252873,0.0,58.0,102.0,0.52,0.26,146.16,-0.72093956053415,-0.610734532974338,-0.6309962719959433
mp-1025550,Ti2GaN,0.15370416,5.682010841,0.0,109.0,159.0,0.03,0.22,265.96,0.14982727866347295,0.29874358207466895,-0.05275721059629138
mp-1029799,Sr4TiN4,0.268362169,4.468439932,0.0,33.0,73.0,1.04,0.3,85.8,1.8214488760363141,5.19929176841499,2.109069089394366
mp-10739,TiPRu,0.10791786099999999,7.173677446,0.0,103.0,221.0,0.05,0.3,267.8,-0.2752850323794631,-0.3595430002440195,-0.13786563649625994
mp-11073,Ti3In3Rh2,0.15028307,7.9926334820000005,0.0,56.0,122.0,0.02,0.3,145.6,0.102910110359187,-0.4402306956188155,-1.7399987291422623
mp-12527,Ti2Te2P,0.208608509,5.513174125,0.0,14.0,21.0,23.33,0.22,34.16,-0.025522512101271527,-0.60168143855925,-0.3875896353840913
mp-20268,TiGePd,0.14872824699999998,7.962521711,0.0,69.0,150.0,0.33,0.3,179.4,-0.1800073396198751,-0.3704871952360096,-0.41708138208856155
mp-21306,TiCoSi,0.131391498,5.7176592379999995,0.0,100.0,181.0,0.18,0.27,254.0,-0.463105909351054,-0.3301955085604885,-0.3197501786090179
mp-22725,TiInCu2,0.174050932,7.837531384,0.0,46.0,120.0,2.95,0.33,122.36,-0.12936706337807982,-0.6292337198954193,-1.2603511942544234
mp-27315,CaTiF6,0.121114136,2.3075032909999997,0.0,25.0,50.0,4.02,0.29,64.5,2.4552411778276286,-0.5845719279526518,3.0616462103106326
mp-27848,TiIN,0.18171334100000008,4.6374993280000005,0.0,18.0,24.0,47.88,0.2,43.2,0.34315257949597266,0.20487526960376967,0.270591919687474
mp-30847,TiSnPt,0.11846829800000001,9.92580275,0.0,56.0,137.0,0.16,0.32,147.84,0.053647344763282374,-0.4669422348508856,-0.5359688236536564
mp-3397,Ba2TiO4,0.493654406,4.964862892,0.0,29.0,64.0,0.36,0.3,75.4,2.7388517854479,2.9953976805326725,-2.952122430555637
mp-568469,Ca4TiN4,0.220542871,3.061878275,0.0,43.0,90.0,0.74,0.29,110.94,0.06258218385154465,6.730485898220456,6.065341606924587
mp-7942,NaTiS2,0.20021685,3.025204167,0.0,37.0,52.0,0.57,0.21,89.54,1.0084173207639457,-0.13033560496041222,-0.9046235814154849
mp-862911,Ti2CoTc,0.15720388300000002,7.508747467999999,0.0,94.0,194.0,0.3,0.29,242.52,-0.004497709902251993,-0.5743793998414785,-0.889479456640661
mp-864919,MgTiRh2,0.146290756,7.7476109,0.0,77.0,163.0,0.01,0.3,200.2,-0.3126808824680443,1.0620393399555794,0.4365381865565726
mp-865441,TiAlPd2,0.146123687,7.796983786,0.0,30.0,166.0,5.11,0.41,84.6,0.006180561994377069,-0.4414254445243455,-0.5396439942983102
mp-865469,Ti2MnRu,0.134286817,7.45842297,0.0,80.0,188.0,0.45,0.31,209.6,0.08476089468460618,-0.45404539739570277,-0.6347503506071277
mp-865537,TiMnCo2,0.151020941,7.350147535,0.0,78.0,173.0,0.56,0.3,202.8,-0.23397096173273124,-0.4675668449592014,-0.6724188214083675
mp-865548,TiInCo2,0.18200852899999997,8.593805426,0.0,68.0,159.0,0.21,0.31,178.16,-0.278806383038959,-0.42747894210988757,-0.825277219325438
mp-865652,TiMn2Si,0.113844808,6.352313231,0.0,105.0,207.0,0.26,0.28,268.8,-0.28583623320756507,-0.4228798897423781,-0.46834862409121475
mp-865664,TiRe2W,0.121651226,16.25979848,0.0,146.0,285.0,0.05,0.28,373.76,0.41176998626191397,-0.22141634461082213,-0.5508164055678718
mp-865665,TiReTc2,0.12602776300000001,11.96773765,0.0,123.0,273.0,0.01,0.3,319.8,-0.10858004189016843,-0.6750718794398397,-1.110764814785632
mp-865679,TiSnPd2,0.14829531099999999,9.28762266,0.0,-18.0,146.0,-7.39,0.56,-56.16,0.11939660560571892,-0.5058108053040927,-0.7483686467322459
mp-865680,TiSiOs2,0.10506926300000001,13.7274743,0.0,136.0,279.0,0.11,0.29,350.88,-0.6586817588231555,-0.67863897287974,-0.7295085016037104
mp-865681,TiSiRu2,0.104583212,8.522604054,0.0,130.0,243.0,0.11,0.27,330.2,-0.5366629047057287,-0.4820137307182403,-0.307867049947589
mp-865717,Ti2ReIr,0.142137164,13.06534749,0.0,117.0,236.0,0.06,0.29,301.86,-0.02130549370142079,-0.34270732123324676,-0.7110703393284117
mp-865888,TiSnRu2,0.11820552599999999,9.777327922000001,0.0,108.0,202.0,0.0,0.27,274.32,-0.13676896130856722,-0.5233453662240418,-0.5740304708096194
mp-866157,TiGaRh2,0.13632235,9.278021165,0.0,-47.0,194.0,-6.52,0.63,-153.22,-0.15200856875454422,-0.2514784358685788,-0.5367773222788498
mp-972337,Ti2IrW,0.145341379,12.73920882,0.0,90.0,191.0,0.01,0.3,234.0,0.5892017442981935,-0.4189711224522008,-0.34132434407570905
mp-972957,ScTiRu2,0.126988345,7.862720992000001,0.0,79.0,238.0,0.35,0.35,213.3,-0.2739843318287535,-0.49013430378390305,-0.32486019953396184
mp-1014257,Ti3ZnN,0.169427154,5.3789095179999995,0.0,92.0,146.0,0.12,0.24,228.16,0.32962571551537573,0.25274030700665845,-0.21410189490438872
mp-13641,TiCdO3,0.539983687,5.633653362,0.0,48.0,150.0,1.19,0.35,129.6,1.03931302110702,0.5615252637788626,-1.1646875795880458
mp-16318,RbTiS2,0.305355585,3.646568395,0.0,31.0,52.0,0.12,0.25,77.5,1.3267057143937375,-0.7944765769360241,0.05889703389311551
mp-22769,TiCoGe,0.15444785,7.1908569710000005,0.0,78.0,171.0,0.21,0.3,202.8,-0.3455738564827665,-0.34513516846735226,-0.40815663250413553
mp-22962,CsTiBr3,0.21251156699999998,4.114540726,0.0,7.0,15.0,0.23,0.3,18.2,2.216336799174494,-1.7256749224171524,1.137921179573209
mp-27839,K2TiCl6,0.174369152,2.232695115,0.0,5.0,12.0,0.71,0.31,13.1,4.98251526563419,-2.921055148952102,3.530334973382895
mp-3349,Sr3Ti2O7,0.582182699,4.905953288,0.0,83.0,140.0,0.05,0.25,207.5,3.027067610229598,3.7768862581642835,-1.1897766711468247
mp-3488,Na2Ti3O7,0.531051611,3.34542937,0.0,42.0,96.0,0.66,0.31,110.04,3.728455972818942,1.719926575774118,-2.0605534571654336
mp-38280,LiTiO2,0.631946947,4.066720565,0.0,123.0,171.0,0.29,0.21,297.66,0.6055966293980682,0.5969504818182647,-0.5187964436388716
mp-4978,Ti2AlN,0.14107557,4.26433241,0.0,115.0,155.0,0.06,0.2,276.0,0.15407817602905946,0.3147147624477523,0.016787727480941945
mp-541754,TiCu2Te3,0.241744475,6.510116277000001,0.0,25.0,39.0,0.32,0.24,62.0,-0.08990705305198406,-1.0670373788075331,-1.157246488953029
mp-570713,TiAlPt,0.130579062,9.656845071000001,0.0,49.0,162.0,1.82,0.36,133.28,-0.05956869884805886,-0.40255687407113855,-0.32724417121972005
mp-5777,BaTiO3,0.613519658,5.713375485,0.4731800000000001,55.0,97.0,4.7,0.26,138.6,1.631472162129758,1.6328571036174122,-1.7691623672295098
mp-644483,Ti3SnH,0.139323221,5.9972289010000015,0.0,25.0,125.0,-242.25,0.4,70.0,0.27488910038981135,0.18662993930343422,-0.3264433565910051
mp-760414,Ti3PdO,0.26935090300000003,6.369330991,0.0,42.0,167.0,0.98,0.38,115.92,0.5688883235988409,-0.151788894493304,-0.9352971451826463
mp-8132,Li(TiSe2)3,0.147539811,4.13740152,0.0,14.0,22.0,12.94,0.23,34.44,1.2657652493283398,-0.9077928010563929,-0.5702007647681194
mp-861958,Ti2MnBe,0.13735581300000002,5.074745986,0.0,53.0,153.0,0.15,0.34,142.04,0.1726855424471504,-0.38614645613678383,-0.6170156793816527
mp-862831,PaTiTc2,0.15155048599999998,11.15140448,0.0,49.0,161.0,0.95,0.36,133.28,-0.026521837420466397,-1.2460614323962558,-1.5308239691598884
mp-863690,Ti2MnCo,0.156976127,6.6495117829999995,0.0,84.0,181.0,0.42,0.3,218.4,0.04727716127885817,-0.41992609016707055,-0.7129946889840149
mp-864930,LiTiIr2,0.17052933,13.24344356,0.0,79.0,193.0,0.02,0.32,208.56,-0.11029783588574157,-0.11937607423340645,-0.2917951436971459
mp-865442,TiAlOs2,0.112045176,13.17558063,0.0,104.0,244.0,0.44,0.31,272.48,-0.37200385903733546,-0.6555852476057948,-0.7869472700318041
mp-865448,TiGaRu2,0.12000640300000001,9.306973852,0.0,85.0,211.0,0.25,0.32,224.4,-0.25423590228549514,-0.47493118581737886,-0.43485075645291615
mp-865523,TiMnRh2,0.12302834300000001,8.764975268999999,0.0,72.0,183.0,0.53,0.33,191.52,-0.056776161390284074,-0.31235270946766486,-0.6178567104805281
mp-865569,Ti2MnIr,0.144935032,10.07359047,0.0,97.0,212.0,0.26,0.3,252.2,0.07554798240345545,-0.45321367958282516,-0.6296867786542937
mp-865640,TiGeRu2,0.11980397400000001,9.276389202,0.0,116.0,226.0,0.03,0.28,296.96,-0.4191308518374414,-0.496953390625104,-0.3962735038427065
mp-865650,Ti2TcRu,0.136533064,8.257824485,0.0,94.0,206.0,0.38,0.3,244.4,0.032986023503495755,-0.6084987070701098,-0.8112351182637753
mp-865669,TiSiTc2,0.11886885800000001,8.054004837,0.0,86.0,229.0,0.16,0.33,228.76,-0.38938597556978605,-0.7317865090911928,-0.8213181594045088
mp-865707,TiSnRh2,0.131036937,9.592849022000001,0.0,70.0,180.0,-4.97,0.33,186.2,-0.03454162777761693,-0.2998926162752423,-0.6759570366355532
mp-865876,Ti2TcOs,0.13683395,10.69039617,0.0,100.0,227.0,0.09,0.31,262.0,-0.02802340355521725,-0.7068113281508598,-1.0220558440918355
mp-865927,AcTiO3,0.557906891,8.284647565,0.0,71.0,165.0,0.38,0.31,186.02,0.4509011883945941,0.22414171764571944,-0.9921628385196141
mp-865931,Ti2TcPd,0.153339531,8.111005105,0.0,64.0,179.0,0.06,0.34,171.52,0.16106880696063883,-0.5997314266101351,-0.8984042062250884
mp-866183,Ti2ZnRe,0.155261288,9.382320137999999,0.0,62.0,166.0,0.66,0.33,164.92,0.06516312297103508,-0.26316226711876006,-0.6914585787914874
mp-1025360,Na2Ti2As2O,0.226558798,3.984433553,0.0,14.0,62.0,1.7,0.39,38.92,2.2709847392508915,0.1189049550944154,-1.0255649224825807
mp-6394,RbTiAsO5,0.519191379,3.8322311389999997,0.0,38.0,66.0,0.08,0.26,95.76,2.481392772839495,0.3929754785604257,-0.3615662971175867
mp-6668,LiTiPO5,0.544310065,3.106503245,0.0,58.0,96.0,0.61,0.25,145.0,1.105727744969069,1.2912702743491806,-0.8780900051837249
mp-10960,Tb2Ti2S2O5,0.36374541299999996,5.549563127000001,0.0,60.0,138.0,0.67,0.31,157.2,0.6898353664150939,1.4836217843408446,-1.569956022700788
mp-552028,Nd2Ti2S2O5,0.401143785,5.012983086,0.0,54.0,127.0,1.0,0.31,141.48,0.9842034266050539,1.3150135402402663,-2.029934047354767
mp-5999,Sm2Ti2S2O5,0.398389192,5.233540368,0.0,58.0,134.0,0.77,0.31,151.96,1.9521118371334267,1.491537878107591,-1.9802209859540127
mp-6328,Na2Ti2Sb2O,0.21702539999999998,4.601877729,0.0,18.0,52.0,-2.81,0.34,48.24,1.8566491440751736,0.15468805632602564,-0.9277265820896736
mp-560767,KNaTiO3,0.5512551760000001,2.952355849,0.0,26.0,56.0,4.12,0.3,67.6,2.9629484155239534,-0.003813956238402638,0.2127679586638754
mp-6178,Cs2KTiF6,0.382792124,3.91516332,0.0,-13.0,17.0,0.0,1.01,-52.26,6.3621364525119315,-4.1868244530782714,5.014152550957904
mp-1013525,VS2,0.12149499400000001,3.023685295,0.0,14.0,22.0,309.33,0.24,34.72,0.011276047121038182,-0.34780824302309904,-0.6629186530438382
mp-1017531,VPt,0.144718674,14.233140900000002,0.26666,99.0,238.0,1.0,0.32,261.36,-0.10487699232353574,-0.45123929649444744,-0.2045600139690354
mp-10711,VSi2,0.085788171,4.640836074,0.0,147.0,174.0,0.05,0.17,343.98,-0.7997854464662109,-0.3409251294952924,0.01302295414538683
mp-1114,VP,0.09944633800000001,5.074561577,0.0,112.0,171.0,1.83,0.23,275.52,-0.2861615001045322,-0.3018130482072275,0.05520205996152343
mp-11190,VSi2,0.085773491,4.640041908,0.003162222,147.0,175.0,0.05,0.17,343.98,-0.7997854464662109,-0.3409251294952924,0.01302295414538683
mp-11281,Be2V,0.12680760300000002,3.936240073,0.0,138.0,160.0,0.01,0.17,322.92,-0.11944400287029708,-0.37184454534976646,-0.20715231867404704
mp-11549,VPd2,0.161445915,10.03663375,0.0,76.0,190.0,1.23,0.32,200.64,-0.03912773148109939,-0.49010786694765424,-0.4169598370476246
mp-11578,VZn3,0.187199905,7.294935773,0.0,65.0,113.0,0.67,0.26,163.8,-0.17456691398189259,-0.3842110270146304,-0.23495687337118057
mp-11687,VTe2,0.262701271,6.646573407000001,0.0,17.0,26.0,4.26,0.23,41.82,-0.06721371020218918,-0.5961430983453564,-0.24080303462938138
mp-12108,VPt2,0.143121948,16.53793395,0.0,114.0,246.0,0.72,0.3,296.4,-0.13654214377253154,-0.6302339949795305,-0.29922078624398807
mp-1221,V3Ge,0.14443557699999998,6.916313017,0.0,54.0,184.0,0.03,0.37,147.96,-0.29735366208223635,-0.5133401552605635,-0.25379445552079755
mp-1387,AlV3,0.12934411699999998,5.367846607,0.0,10.0,159.0,16.75,0.47,29.4,-0.12820781516470348,-0.4753467700797545,-0.2228267700537736
mp-1395,VRu,0.11600882400000001,9.212888715,0.0,76.0,252.0,0.43,0.36,206.72,-0.18425256963496286,-0.3899435129384838,-0.17626045140954044
mp-1491,VB2,0.107947846,5.108570608,0.0,241.0,286.0,0.12,0.17,563.94,-0.29365932184735494,-0.08297690810526843,0.06247737146702422
mp-1555,V3Sb,0.138139055,7.587411408999999,0.0,79.0,178.0,0.22,0.31,206.98,-0.20805972130286796,-0.5407606730601812,-0.2774212330419865
mp-1585,V3Co,0.155066426,6.985026878999999,0.0,110.0,211.0,0.31,0.28,281.6,-0.20012337432085942,-0.5476398373112232,-0.37145464763775915
